source_id,timestamp_local,wind_observed,power,temperature_observed
T2,2025-12-22 23:50:00,3.554196446089738,0.000231269559732417,0.7215769991332711
T2,2025-12-23 00:00:00,2.0584494218017526,0.0,0.20704197584441175
T2,2025-12-23 00:10:00,5.226341542355073,0.014197039428499598,-0.970689086813284
T2,2025-12-23 00:20:00,5.402666690626531,0.01850377976089094,2.405343711601667
T2,2025-12-23 00:30:00,4.149763686725949,0.0019478173557391184,2.648235395554232
T2,2025-12-23 00:40:00,4.978766265004128,0.010190243047204884,0.42338357951008315
T2,2025-12-23 00:50:00,6.61173313197334,0.06410045926447809,0.38022079189544966
T2,2025-12-23 01:00:00,5.8581428423563064,0.03138666639197798,0.27179768008199023
T2,2025-12-23 01:10:00,5.464874448096723,0.019990917077801734,2.497752688187653
T2,2025-12-23 01:20:00,5.476067714241763,0.01957735082043993,0.9476272338381875
T2,2025-12-23 01:30:00,3.654020224218951,0.00035673819256867146,0.4798275452512088
T2,2025-12-23 01:40:00,5.89105061041665,0.0319163144239646,1.0334405046413209
T2,2025-12-23 01:50:00,2.804317538244602,0.0,0.26730171485166854
T2,2025-12-23 02:00:00,4.436426315216509,0.003960266983046288,0.5343115068848375
T2,2025-12-23 02:10:00,4.366768776346851,0.003253037508597808,-0.33017735336359766
T2,2025-12-23 02:20:00,2.877897442262308,0.0,1.8513583160105063
T2,2025-12-23 02:30:00,4.884209984870168,0.008384395183854055,2.8841363573720376
T2,2025-12-23 02:40:00,7.0570349841638365,0.08524524222092925,1.1087652493892572
T2,2025-12-23 02:50:00,4.748653852824552,0.006807368728210548,0.13675818942009565
T2,2025-12-23 03:00:00,3.783109038722427,0.0006060728967857288,0.08392461070582835
T2,2025-12-23 03:10:00,5.201760018753126,0.014049347939306976,1.193158929423641
T2,2025-12-23 03:20:00,6.417740155584837,0.05083852587893928,1.9142016763161007
T2,2025-12-23 03:30:00,5.709958166258658,0.02622160595619726,1.7825986451140001
T2,2025-12-23 03:40:00,5.562860049366577,0.020866654155212903,-0.38319576596680394
T2,2025-12-23 03:50:00,3.965684269043807,0.0011877531784322836,0.863170307248558
T2,2025-12-23 04:00:00,6.3512188909465115,0.04879355345010712,0.5730371417348603
T2,2025-12-23 04:10:00,6.428505771052853,0.052354199389809425,0.25544668725336117
T2,2025-12-23 04:20:00,7.552973792508953,0.11814444244043151,0.68560287434432
T2,2025-12-23 04:30:00,7.830155347432418,0.1447027351105369,-0.196876432907509
T2,2025-12-23 04:40:00,6.971249217807087,0.08047603487026032,1.7338264747095706
T2,2025-12-23 04:50:00,4.277335243815981,0.002672759772483235,0.7637343089803482
T2,2025-12-23 05:00:00,4.630480184585376,0.005819084543496248,0.7350121590529051
T2,2025-12-23 05:10:00,5.141326819105471,0.012696450239658149,-0.3688233402727219
T2,2025-12-23 05:20:00,6.919789505171814,0.07506573056131806,-0.03662647301956934
T2,2025-12-23 05:30:00,5.728989196983203,0.025630800968801153,2.1644334545206174
T2,2025-12-23 05:40:00,8.35355583642249,0.19502052273418738,-1.91351505137632
T2,2025-12-23 05:50:00,7.183577844477152,0.09124336488591264,0.0985621519134221
T2,2025-12-23 06:00:00,7.437720874840677,0.11906706305913714,-0.25683320842338286
T2,2025-12-23 06:10:00,8.00965819407153,0.17226442535335257,1.7908370657713648
T2,2025-12-23 06:20:00,7.6261868385826315,0.12666803808088437,2.3995212566224513
T2,2025-12-23 06:30:00,5.633635070326988,0.023809940252563375,0.18011267908636863
T2,2025-12-23 06:40:00,10.376435460063815,0.5468584188298403,1.9917902696585081
T2,2025-12-23 06:50:00,9.296685721639424,0.30908776948394445,-0.9106609584234262
T2,2025-12-23 07:00:00,9.474802018341197,0.3519010767141284,1.1958653305866012
T2,2025-12-23 07:10:00,6.854785339154076,0.0739764367877543,0.3159131943524722
T2,2025-12-23 07:20:00,5.6380530274108445,0.023573670965799202,1.4616842163935093
T2,2025-12-23 07:30:00,6.148746926248229,0.04004955840709686,-0.322591182708619
T2,2025-12-23 07:40:00,6.792389797586855,0.06762677679928622,2.4881978661636763
T2,2025-12-23 07:50:00,9.212938892489595,0.3193891378742411,2.1071402254712774
T2,2025-12-23 08:00:00,9.330383292969602,0.3195174190644307,2.6684656883380136
T2,2025-12-23 08:10:00,10.093320518257778,0.48546581686997464,2.0226391287326124
T2,2025-12-23 08:20:00,11.00488103804114,0.6678326147595884,1.333592104365875
T2,2025-12-23 08:30:00,9.146992702891474,0.313294878391996,-0.3537563214695907
T2,2025-12-23 08:40:00,9.032443214049632,0.28693999909983786,1.0816685539471904
T2,2025-12-23 08:50:00,8.253372720349608,0.1822372725298811,1.08585913309027
T2,2025-12-23 09:00:00,8.364011719176693,0.19905917269258352,0.07043244908225732
T2,2025-12-23 09:10:00,7.453852891628563,0.11896928120367199,0.27626385771087647
T2,2025-12-23 09:20:00,9.52807125993423,0.3748876602620291,0.283912077586844
T2,2025-12-23 09:30:00,9.365188598672816,0.34891851525409845,0.6547462303674173
T2,2025-12-23 09:40:00,8.561642168660692,0.21410624339859807,-0.6109998579606148
T2,2025-12-23 09:50:00,8.135775992870444,0.18477386657132466,1.3316923375722989
T2,2025-12-23 10:00:00,9.713405223484367,0.41208415695862377,1.1320537534762214
T2,2025-12-23 10:10:00,10.784919160705856,0.6212994991326423,-0.9608298054661759
T2,2025-12-23 10:20:00,9.363567211140854,0.3224483600355162,1.4422349309262972
T2,2025-12-23 10:30:00,9.650221684068274,0.384248587042803,1.0670410153445722
T2,2025-12-23 10:40:00,8.691431825400342,0.2510791812220304,1.4777526516123127
T2,2025-12-23 10:50:00,9.08606135695427,0.30467600000152484,0.9788538401111425
T2,2025-12-23 11:00:00,9.035011891075227,0.2756761068298574,0.5593594883735374
T2,2025-12-23 11:10:00,9.098645645297863,0.28464746613805425,1.4918475783857656
T2,2025-12-23 11:20:00,8.745325647799532,0.24457168368812224,1.8065142786117243
T2,2025-12-23 11:30:00,9.954272207220109,0.4517868512217635,-1.049048862506993
T2,2025-12-23 11:40:00,11.050161898731146,0.6759762212301023,0.4538895624790809
T2,2025-12-23 11:50:00,8.361009933101496,0.19125070309041609,0.102100485629819
T2,2025-12-23 12:00:00,11.179048080515507,0.7092467487284217,1.4091262789656933
T2,2025-12-23 12:10:00,9.014017622637454,0.27407002949543896,-0.17987403160834647
T2,2025-12-23 12:20:00,9.049980205386692,0.2822527246246739,-0.7061600650552404
T2,2025-12-23 12:30:00,6.890853084196372,0.07481059290725876,2.7313849412700693
T2,2025-12-23 12:40:00,6.556248539152865,0.0605417133340499,2.633987771808891
T2,2025-12-23 12:50:00,10.323343668074074,0.5187065451968187,3.640074080902944
T2,2025-12-23 13:00:00,8.105514472299268,0.1739110614587715,0.5561833393162359
T2,2025-12-23 13:10:00,10.350662360096019,0.5159207589370259,-0.17132524723419862
T2,2025-12-23 13:20:00,9.409982601881076,0.343874591652652,0.8935354833396669
T2,2025-12-23 13:30:00,9.610266604580913,0.3799895705750476,-0.24532841658744697
T2,2025-12-23 13:40:00,10.865735185626697,0.6035212029623472,1.691625749761931
T2,2025-12-23 13:50:00,9.130700989217752,0.3130833159927433,0.7575962195014155
T2,2025-12-23 14:00:00,5.24573195718016,0.014817384259450983,0.9986234842537608
T2,2025-12-23 14:10:00,7.022128156569684,0.08855311003900311,-1.49333296711478
T2,2025-12-23 14:20:00,10.215038557955687,0.4920576101771825,2.281911334581668
T2,2025-12-23 14:30:00,11.379399681615453,0.7596419720797947,0.4863744164892151
T2,2025-12-23 14:40:00,8.799969822298708,0.24116624435007997,2.2382427490997086
T2,2025-12-23 14:50:00,8.000554546636346,0.1607682990596557,0.9949406805315469
T2,2025-12-23 15:00:00,7.097108611717568,0.0882336230761405,-0.49400586925561396
T2,2025-12-23 15:10:00,9.344240226378766,0.31945765495720213,1.3332700271220308
T2,2025-12-23 15:20:00,6.449504634977657,0.05597811453813807,0.6271705918169908
T2,2025-12-23 15:30:00,7.026930256063151,0.08824191479592786,0.8732197868374202
T2,2025-12-23 15:40:00,8.59706073185878,0.23031361714504753,-0.02106936105249524
T2,2025-12-23 15:50:00,8.465570250796048,0.21357076757920032,1.6246149089326538
T2,2025-12-23 16:00:00,7.939422841062732,0.15933934053699633,-0.1547524206857176
T2,2025-12-23 16:10:00,9.43043617205399,0.35317708007771526,1.369950541656969
T2,2025-12-23 16:20:00,6.5644526363759335,0.060801455599294264,-0.24818977786791563
T2,2025-12-23 16:30:00,6.5277138192904465,0.05491664353576854,1.338193414233221
T2,2025-12-23 16:40:00,7.353020446033086,0.10525235286874832,2.268984609319861
T2,2025-12-23 16:50:00,7.829934065255512,0.14115789363847794,0.7682230358363896
T2,2025-12-23 17:00:00,7.24172843757068,0.10348336617085092,0.34107864252925457
T2,2025-12-23 17:10:00,9.932331190796974,0.4156485840766711,1.3015022682987607
T2,2025-12-23 17:20:00,6.709470530003726,0.06898567293242501,2.9582831305085264
T2,2025-12-23 17:30:00,8.088728763727906,0.1751024260423563,1.8279367731434926
T2,2025-12-23 17:40:00,6.514211102287915,0.0550529096935393,0.5518808654236711
T2,2025-12-23 17:50:00,7.493889382594539,0.11861056214349391,0.9503423095927723
T2,2025-12-23 18:00:00,6.468532152152931,0.057233979867928324,0.6097437767037207
T2,2025-12-23 18:10:00,6.419319817743796,0.05164672835811515,1.6898337707032254
T2,2025-12-23 18:20:00,8.730503419680177,0.2529572478869566,0.6966211125862527
T2,2025-12-23 18:30:00,6.269250025508751,0.04616999703228235,2.3417595075461732
T2,2025-12-23 18:40:00,8.626444678953531,0.22421968430091072,0.7949059352641081
T2,2025-12-23 18:50:00,5.571467862029824,0.02302212055122878,-0.2195789143009601
T2,2025-12-23 19:00:00,5.790397389975866,0.02744831075060359,2.739011601236803
T2,2025-12-23 19:10:00,7.579568054601779,0.13123683236779393,1.9328931982957502
T2,2025-12-23 19:20:00,3.1693543655309555,6.213239241688338e-06,0.7120482907615204
T2,2025-12-23 19:30:00,4.034665585737477,0.0014033919290119428,0.5220168320939653
T2,2025-12-23 19:40:00,5.965019026694352,0.032400078264306575,2.2074566427031472
T2,2025-12-23 19:50:00,6.417911540393362,0.05033436093236601,0.46822586121360793
T2,2025-12-23 20:00:00,6.437449337182401,0.0536659213979516,2.17759924443856
T2,2025-12-23 20:10:00,5.265512923202982,0.015845379301278315,1.5634165251713976
T2,2025-12-23 20:20:00,3.8317132475261646,0.0007273900937775971,2.413746568872719
T2,2025-12-23 20:30:00,6.479424698100173,0.05477604818002318,-0.47162807101071613
T2,2025-12-23 20:40:00,5.9286430844838485,0.03250343615050329,2.38614505372733
T2,2025-12-23 20:50:00,3.9414001158804655,0.0010997253625905472,0.1747872055538222
T2,2025-12-23 21:00:00,5.3356247710456595,0.015978467424627645,0.6270528721291302
T2,2025-12-23 21:10:00,7.342303650372777,0.10821819731699113,0.2539511902316808
T2,2025-12-23 21:20:00,5.233500628786463,0.013830262485182038,0.6804561021154778
T2,2025-12-23 21:30:00,3.572949646696027,0.00025738938227531255,0.14679853219153916
T2,2025-12-23 21:40:00,4.432466471109622,0.004025401282854914,0.6561107431526261
T2,2025-12-23 21:50:00,4.442258548639116,0.003997383486343613,-0.5517658199513962
T2,2025-12-23 22:00:00,5.247466231982275,0.014094478242891235,1.4343808264629463
T2,2025-12-23 22:10:00,5.878918380168832,0.03238719544812083,0.3317336546563425
T2,2025-12-23 22:20:00,3.594013194663275,0.00026314447588702476,1.5830731013729213
T2,2025-12-23 22:30:00,3.894557708304173,0.0009438661440483202,0.5082371378942729
T2,2025-12-23 22:40:00,5.887623857075298,0.029841840977710934,-0.13023395658926296
T2,2025-12-23 22:50:00,5.512609506236677,0.021261932700136994,0.18764515560682493
T2,2025-12-23 23:00:00,6.23259640070482,0.042970192387312874,0.968398848399589
T2,2025-12-23 23:10:00,2.776003018531543,0.0,-0.22566081631309887
T2,2025-12-23 23:20:00,3.3681430134271837,6.434760504408773e-05,0.09783505729644404
T2,2025-12-23 23:30:00,5.742473366961974,0.025799813854090182,1.9507424306239782
T2,2025-12-23 23:40:00,3.346769166934142,5.648244577953834e-05,1.914153209244972
T2,2025-12-23 23:50:00,4.893614941447873,0.00912667133737971,0.7727087910153791
T2,2025-12-24 00:00:00,4.429525438110775,0.0038053168718283088,2.3831103017348827
T2,2025-12-24 00:10:00,3.5873307239697834,0.0002619889557473942,0.5632150296844395
T2,2025-12-24 00:20:00,6.293834836847655,0.04863686712575279,1.1640046418221117
T2,2025-12-24 00:30:00,4.4992310810587615,0.0042317017583512586,0.8980483771858042
T2,2025-12-24 00:40:00,3.9147274841207107,0.0010086268667124966,1.8805426195899342
T2,2025-12-24 00:50:00,4.3599858083960745,0.003141751258364576,1.1399439225556507
T2,2025-12-24 01:00:00,4.8836057104193475,0.00867290969785448,1.8172577156280214
T2,2025-12-24 01:10:00,2.6885111572509808,0.0,-0.5094962901369995
T2,2025-12-24 01:20:00,3.591837666862876,0.00026644989721060695,1.0473769578518062
T2,2025-12-24 01:30:00,3.122595295507616,2.401871725206802e-06,2.9698470965843384
T2,2025-12-24 01:40:00,2.160948762262767,0.0,0.4290750693314058
T2,2025-12-24 01:50:00,5.971238409638608,0.033025463030610325,2.0616286282969507
T2,2025-12-24 02:00:00,6.581592700144103,0.05827113425632351,0.44567631256589735
T2,2025-12-24 02:10:00,6.339083609817121,0.04903110602533693,1.5148455794273152
T2,2025-12-24 02:20:00,2.785564552773011,0.0,1.1080625677261453
T2,2025-12-24 02:30:00,5.499077102227148,0.02138976789301126,0.31362805188622633
T2,2025-12-24 02:40:00,5.9098412701283225,0.03227312230864664,2.4394891527833016
T2,2025-12-24 02:50:00,4.455955055749328,0.004102176738859924,0.3136132216854399
T2,2025-12-24 03:00:00,6.224847610505667,0.04231898344806432,2.957566809813726
T2,2025-12-24 03:10:00,3.9436012714783817,0.0010811973069377342,-0.010570849596492016
T2,2025-12-24 03:20:00,4.076525621064546,0.0016282587367562004,0.3426836273139652
T2,2025-12-24 03:30:00,4.455857970050738,0.004000220046510416,0.3175317837110956
T2,2025-12-24 03:40:00,4.680456783274702,0.006324349055130329,0.19540637390162463
T2,2025-12-24 03:50:00,4.421013688171345,0.003619847748481958,0.8347907759822468
